,el_price,gas_price,length,n_cons,DN,T_source,dt_max,elec_factor,typical_days,region,ins,tot_dem,h_dem,c_dem,Investment_costs,Maintenance_costs,Operation_costs,upd_tac,upd_LCOE,total_losses,total_gains,total_generated,COP_h,COP_c,Generation_Investment,Generation_Maintenance,Generation_Operation,Transmission_Investment,Transmission_Maintenance,Transmission_Operation,Consumers_Investment,Consumers_Maintenance,Consumers_Operation
0,0.1,0.0806,50,50,100,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,773.952974436808,769.134381366308,4.818593070500001,32997.8188753879,15653.045338186692,24315.888510795405,72966.75272436999,94.27801834790624,0.0,23446.954711688362,522174.3971517313,3.2054162578153567,4.775761709213638,1051.3389367441466,515.1676792016893,0,1053.5477049632152,0,101.75061055501016,30892.932233680538,15137.877658985002,24214.1379002404
1,0.1,0.0806,100,50,100,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,773.952974436808,769.134381366308,4.818593070500001,34051.397215620185,15653.060349806556,24402.153263432356,74106.61082885909,95.75079271810432,0.0,47282.78309163501,521979.40910630266,3.202878045453501,5.193993560591948,1051.3695720132139,515.1826908215538,0,2107.0954099264304,0,168.51690720525423,30892.932233680538,15137.877658985002,24233.6363562271
2,0.1,0.0806,500,50,100,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,773.952974436808,769.134381366308,4.818593070500001,42479.32807071883,15652.839460375251,24744.968313027886,82877.13584412198,107.08290888658993,0.0,171791.9644837691,519957.8375444193,3.189263985575734,4.806478154907298,1050.9187874061408,514.9618013902494,0,10535.477049632153,0,309.175003806145,30892.932233680538,15137.877658985002,24435.793309221743
3,0.1,0.0806,1000,50,100,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,773.952974436808,769.134381366308,4.818593070500001,53009.421580173774,15650.201466287852,24916.745363375776,93576.36840983739,120.90704668191408,0.0,277523.0741491517,518790.4021524468,3.1872225208477385,4.743270041257795,1045.5352472289287,512.3238073028502,0,21070.954099264305,0,364.208367340672,30892.932233680538,15137.877658985002,24552.5369960351
4,0.1,0.0806,2500,50,100,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,773.952974436808,769.134381366308,4.818593070500001,84608.0875482644,15646.396442014031,25178.378551194073,125432.86254147251,162.06780861944205,0.0,525392.7149133739,517407.0264127046,3.175832932864716,6.0,1037.77006642309,508.51878302902855,0,52677.38524816077,0,487.5047106531035,30892.932233680538,15137.877658985002,24690.873840540968
5,0.1,0.0806,5000,50,100,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,773.952974436808,769.134381366308,4.818593070500001,137280.53338232252,15643.976074603557,25734.03502957464,178658.54448650073,230.83901785700536,0.0,912872.5696181837,517379.25523537426,3.1144548400879084,3.9001683078097775,1032.8306523204806,506.098415618555,0,105354.77049632154,0,1040.3819452475948,30892.932233680538,15137.877658985002,24693.653084327045
6,0.1,0.0806,7500,50,100,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,773.952974436808,769.134381366308,4.818593070500001,189957.9183870913,15643.975955338803,27834.90480335264,233436.79914578274,301.6162568735531,0.0,1283649.4065521362,521435.0002932553,3.2799425399856537,3.4387911907818753,1032.8304089285054,506.09829635380174,0,158032.1557444823,0,3546.826002401087,30892.932233680538,15137.877658985002,24288.07880095156
7,0.1,0.0806,10000,50,100,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,773.952974436808,769.134381366308,4.818593070500001,242645.2769081129,15648.862969083071,33330.5111191634,291624.65099635936,376.79892787875065,0.0,1628858.0400194374,524411.8179409668,3.3203005498793745,3.295386123601971,1042.80368178932,510.9853100980681,0,210709.54099264307,0,9340.114083254162,30892.932233680538,15137.877658985002,23990.397035909242
8,0.1,0.0806,50,100,125,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,1547.905948873616,1538.268762732616,9.637186141000003,65060.92922141814,31295.573183660286,49100.18215881493,145456.68456389336,93.96997580488636,-0.01806555345641119,25294.514068559904,1039257.5779231268,3.1812750991360383,5.712142713751403,2081.2140859631586,1019.8178656902816,0,1193.85066809391,0,162.78369076742604,61785.864467361076,30275.755317970004,48937.39846804751
9,0.1,0.0806,100,100,125,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,1547.905948873616,1538.268762732616,9.637186141000003,66254.82343510324,31295.594521480438,49246.99502459888,146797.41298118257,94.8361320582846,-0.03180655299763829,49509.700842029706,1039071.9970632563,3.1792883021221146,5.184030109999025,2081.2576315543483,1019.8392035104351,0,2387.70133618782,0,291.0379459398507,61785.864467361076,30275.755317970004,48955.95707865903
10,0.1,0.0806,500,100,125,278.15,25,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,1547.905948873616,1538.268762732616,9.637186141000003,75805.97442731867,31295.76389255165,50002.85407457084,157104.59239444116,101.49492125717549,-0.13135258077761586,208975.99454690528,1035774.4262253218,3.1643278968753976,5.7118975480627885,2081.603279018486,1020.0085745816456,0,11938.506680939097,0,717.1428725273122,61785.864467361076,30275.755317970004,49285.71120204353
