,el_price,gas_price,length,n_cons,DN,T_source,dt_max,elec_factor,typical_days,region,ins,tot_dem,h_dem,c_dem,Investment_costs,Maintenance_costs,Operation_costs,upd_tac,upd_LCOE,total_losses,total_gains,total_generated,COP_h,COP_c,Generation_Investment,Generation_Maintenance,Generation_Operation,Transmission_Investment,Transmission_Maintenance,Transmission_Operation,Consumers_Investment,Consumers_Maintenance,Consumers_Operation
0,0.22366666666666662,0.06826666666666667,50,50,100,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,979.2944893891965,934.8175020697995,44.47698731939701,37339.20190035464,17780.3709220978,67973.2329267415,123092.80574919394,125.69539304358705,-28.656178412731926,32061.80083715036,587920.4100851316,3.1878371816326365,5.7163542340006455,1275.346417655443,624.9338164877978,0,1053.5477049632152,0,331.93735077222505,35010.30777773598,17155.437105610003,67641.29557596928
1,0.22366666666666662,0.06826666666666667,100,50,100,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,979.2944893891965,934.8175020697995,44.47698731939701,38392.86683160634,17780.4283642726,68244.68259804984,124417.97779392879,127.04858358952934,-55.936215312361625,68542.49176247562,587678.2398309894,3.1847948282605523,5.660852391079343,1275.4636439439278,624.9912586625993,0,2107.0954099264304,0,549.2236062836512,35010.30777773598,17155.437105610003,67695.45899176618
2,0.22366666666666662,0.06826666666666667,500,50,100,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,979.2944893891965,934.8175020697995,44.47698731939701,46820.063958099534,17779.847939728857,69156.17660017402,133756.0884980024,136.5841327070353,-204.65603976546203,294097.2400056458,585281.6123319315,3.170555264279691,5.503710861038876,1274.2791307314017,624.4108341188546,0,10535.477049632153,0,924.6739166282381,35010.30777773598,17155.437105610003,68231.50268354578
3,0.22366666666666662,0.06826666666666667,1000,50,100,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,979.2944893891965,934.8175020697995,44.47698731939701,57350.45971288759,17777.358049189577,69469.2465469039,144597.06430898106,147.65432244918364,-211.71635932993655,477571.67478432204,584576.5471789748,3.1732297343531117,5.377953694841544,1269.1978358873014,621.9209435795758,0,21070.954099264305,0,1080.0439908627798,35010.30777773598,17155.437105610003,68389.20255604111
4,0.22366666666666662,0.06826666666666667,2500,50,100,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,979.2944893891965,934.8175020697995,44.47698731939701,88947.87895208069,17772.942113999896,69738.83847813739,176459.65954421798,180.1905978806018,-0.3862886608453865,859792.1403221721,585062.0354019345,3.1001297695870034,5.162485175021915,1260.1859261839506,617.5050083898947,0,52677.38524816077,0,1458.2215607744606,35010.30777773598,17155.437105610003,68280.61691736293
5,0.22366666666666662,0.06826666666666667,5000,50,100,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,979.2944893891965,934.8175020697995,44.47698731939701,141625.26418752177,17772.942107767107,70891.55511172154,230289.7614070104,235.15884537514987,0.0,1415857.49878449,588136.6380259218,3.2563892516132054,5.978853867450255,1260.1859134642596,617.5050021571058,0,105354.77049632154,0,3298.621949139215,35010.30777773598,17155.437105610003,67592.93316258231
6,0.22366666666666662,0.06826666666666667,7500,50,100,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,979.2944893891965,934.8175020697995,44.47698731939701,194303.65668217634,17773.435669662766,77376.26566646111,289453.35801830026,295.5733552619473,0.0,2008422.2916742903,595627.2473510591,3.340276098256495,4.464529119177621,1261.1931599580666,617.9985640527639,0,158032.1557444823,0,11458.731560274287,35010.30777773598,17155.437105610003,65917.53410618682
7,0.22366666666666662,0.06826666666666667,10000,50,100,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,979.2944893891965,934.8175020697995,44.47698731939701,246998.34247875758,17781.913129278513,94966.73971958505,359746.9953276211,367.35323156163344,0.0,2572657.80479072,600661.1023921435,3.2926292611722583,3.2414062994943853,1278.49370837858,626.4760236685123,0,210709.54099264307,0,30175.111155265626,35010.30777773598,17155.437105610003,64791.62856431942
8,0.22366666666666662,0.06826666666666667,50,100,150,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,1958.588978778393,1869.635004139599,88.95397463879402,73947.90124993387,35572.787534142815,134880.69507964546,244401.38386372215,124.78441700216227,-11.215724405550333,48195.40797856101,1181236.8739741587,3.2059766116394015,5.382470205075516,2575.275322475214,1261.9133229228082,0,1352.0103719866927,0,805.0215947822478,70020.61555547196,34310.874211220005,134075.67348486322
9,0.22366666666666662,0.06826666666666667,100,100,150,278.15,25,0.807451564828614,VIC_Medoid_24d_norescale_des.csv,VIC,NoIns,1958.588978778393,1869.635004139599,88.95397463879402,75300.0037561928,35572.8326809528,135519.5643103483,246392.4007474939,125.80097377101205,-22.025835502556447,106364.89825750137,1179818.724180495,3.2021499628769963,5.441833161558973,2575.3674567474613,1261.9584697327946,0,2704.0207439733854,0,1126.7017627435202,70020.61555547196,34310.874211220005,134392.86254760477
