,el_price,gas_price,length,n_cons,DN,T_source,dt_max,elec_factor,typical_days,region,ins,tot_dem,h_dem,c_dem,Investment_costs,Maintenance_costs,Operation_costs,upd_tac,upd_LCOE,upd_LCOH,total_losses,total_gains,total_generated,ASHP_COP_c,CENHP_COP_h,Generation_Investment,Generation_Maintenance,Generation_Operation,Transmission_Investment,Transmission_Maintenance,Transmission_Operation,Consumers_Investment,Consumers_Maintenance,Consumers_Operation
1922,0.32789999999999997,0.0806,500.0,10000.0,700.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,154790.5948873616,153826.8762732616,963.7186140999999,7669925.596583457,3422171.9954435276,12860297.820627209,23952395.41265419,154.74063802186384,133.62387428937646,0.0,796673.9055614639,84679322.99031645,4.38550509085833,2.240828816167825,3045180.399438082,1492171.9954435276,12674746.517223239,65738.31563414542,0,111730.56967421438,4559006.881511229,1930000.0,73820.73372975612
1923,0.32789999999999997,0.0806,1000.0,10000.0,700.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,154790.5948873616,153826.8762732616,963.7186140999999,7752871.707627032,3430604.0050604334,12929710.315650368,24113186.028337836,155.7794002011852,134.6691442680635,0.0,1404903.0135443392,84780830.51888847,4.38550509085833,2.2279623706662264,3062388.1948475125,1500604.0050604332,12656140.187235527,131476.63126829083,0,199749.39468508505,4559006.881511229,1930000.0,73820.73372975612
1924,0.32789999999999997,0.0806,2500.0,10000.0,700.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,154790.5948873616,153826.8762732616,963.7186140999999,7967348.681763355,3439062.5888697016,12962476.13852826,24368887.409161314,157.43131827159218,136.33141153252544,0.0,2916983.97308829,84693573.07084227,4.38550509085833,2.226199876320858,3079650.222081399,1509062.5888697016,12672134.47698831,328691.57817072707,0,216520.92781019432,4559006.881511229,1930000.0,73820.73372975612
1925,0.32789999999999997,0.0806,5000.0,10000.0,700.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,154790.5948873616,153826.8762732616,963.7186140999999,8296492.270841826,3439284.079201865,13346254.192412926,25082030.54245662,162.03846597209846,140.9674228107396,0.0,4810067.955613524,83329126.4386915,4.38550509085833,2.1946024155416035,3080102.2329891417,1509284.0792018648,12922237.5449581,657383.1563414541,0,350195.913725071,4559006.881511229,1930000.0,73820.73372975612
1926,0.32789999999999997,0.0806,7500.0,10000.0,700.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,154790.5948873616,153826.8762732616,963.7186140999999,8625205.847422434,3439294.8586654323,13388435.11705364,25452935.823141508,164.43464050036866,143.37860926703877,0.0,6525134.6406178735,84645473.67867804,4.38550509085833,2.2255417590782622,3080124.231399025,1509294.8586654323,12680951.09581022,986074.7345121813,0,633663.2875136656,4559006.881511229,1930000.0,73820.73372975612
1927,0.32789999999999997,0.0806,10000.0,10000.0,700.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,154790.5948873616,153826.8762732616,963.7186140999999,8953904.581989044,3439298.365378376,13527270.391982753,25920473.33935017,167.4550922051307,146.41798396888294,0.0,8020666.71283422,84661946.98557559,4.38550509085833,2.2265293345001047,3080131.3877949063,1509298.365378376,12677931.538598876,1314766.3126829083,0,775518.1196541192,4559006.881511229,1930000.0,73820.73372975612
1928,0.32789999999999997,0.0806,50.0,20000.0,900.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,309581.1897747232,307653.7525465232,1927.4372281999997,15225413.95718364,6848060.982584917,25671911.149260573,47745386.08902913,154.22573355885288,133.10574397255172,0.0,131620.04541552678,168506332.8946825,4.38550509085833,2.2068367672207936,6097946.32540914,2988060.982584917,25505722.022229224,9453.8687520428,0,18547.65957183884,9118013.763022458,3860000.0,147641.46745951223
1929,0.32789999999999997,0.0806,100.0,20000.0,900.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,309581.1897747232,307653.7525465232,1927.4372281999997,15230132.852026295,6845740.79312486,25694197.957131,47770071.60228215,154.30547197342187,133.18598194478088,0.0,244114.23945207137,168495963.2217098,4.38550509085833,2.207840191045851,6093211.351499751,2985740.7931248606,25507622.783229377,18907.7375040856,0,38933.70644210924,9118013.763022458,3860000.0,147641.46745951223
1930,0.32789999999999997,0.0806,500.0,20000.0,900.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,309581.1897747232,307653.7525465232,1927.4372281999997,15318025.791083513,6851749.303050449,25663976.195955448,47833751.29008941,154.51116821696175,133.3929668662394,0.0,975167.3854381297,169404469.1058591,4.38550509085833,2.226719269758747,6105473.340540626,2991749.3030504487,25341093.654747155,94538.68752042798,0,175241.07374878207,9118013.763022458,3860000.0,147641.46745951223
1931,0.32789999999999997,0.0806,1000.0,20000.0,900.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,309581.1897747232,307653.7525465232,1927.4372281999997,15400910.341821784,6846038.647438514,26038672.040003173,48285621.02926347,155.97078447950946,134.8617275604738,0.0,1706657.1803588532,168515348.43856156,4.38550509085833,2.208317464259774,6093819.203758468,2986038.647438514,25504069.473095216,189077.37504085596,0,386961.0994484464,9118013.763022458,3860000.0,147641.46745951223
1932,0.32789999999999997,0.0806,2500.0,20000.0,900.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,309581.1897747232,307653.7525465232,1927.4372281999997,15750854.259024538,6878540.028056921,25993135.74373025,48622530.03081171,157.05905796858482,135.9568190350928,0.0,3623484.5261323815,169574157.32145563,4.38550509085833,2.2290945852859174,6160147.058399939,3018540.0280569214,25309989.805488992,472693.4376021399,0,535504.4707817448,9118013.763022458,3860000.0,147641.46745951223
1933,0.32789999999999997,0.0806,5000.0,20000.0,900.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,309581.1897747232,307653.7525465232,1927.4372281999997,16224003.597582744,6878763.424555685,26346207.561203472,49448974.583341904,159.7286147111362,138.6431004332214,0.0,6142582.043331949,169419936.32374865,4.38550509085833,2.2265947721607016,6160602.959356006,3018763.4245556854,25338258.5141481,945386.8752042798,0,860307.5795958627,9118013.763022458,3860000.0,147641.46745951223
1934,0.32789999999999997,0.0806,7500.0,20000.0,900.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,309581.1897747232,307653.7525465232,1927.4372281999997,16673827.68801717,6867557.192109151,27207542.68965686,50748927.56978318,163.92768438777654,142.86847709669868,0.0,8242361.986242618,166214370.41987535,4.38550509085833,2.1779723185815856,6137733.6121882945,3007557.1921091503,25925838.744018793,1418080.3128064198,0,1134062.4781785593,9118013.763022458,3860000.0,147641.46745951223
1935,0.32789999999999997,0.0806,10000.0,20000.0,900.0,278.15,4.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,309581.1897747232,307653.7525465232,1927.4372281999997,17115919.845743768,6852562.227323666,27477688.931168362,51446171.0042358,166.1798995012335,145.13480223878244,0.0,10198174.504322104,167185451.89876443,4.38550509085833,2.199782688370705,6107132.332312747,2992562.227323666,25747839.509204414,1890773.7504085596,0,1582207.9545044368,9118013.763022458,3860000.0,147641.46745951223
1936,0.32789999999999997,0.0806,50.0,10000.0,500.0,283.15,9.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,154790.5948873616,153826.8762732616,963.7186140999999,7592995.73179702,3414626.762874298,12649464.978597645,23657087.473268963,152.8328480841088,131.7041321315715,-4537.713323782113,41139.17007856327,85256771.24365476,4.38550509085833,2.268641085759847,3029782.312354835,1484626.7628742976,12568900.251516785,4206.537930954823,0,6743.993351105619,4559006.881511229,1930000.0,73820.73372975612
1937,0.32789999999999997,0.0806,100.0,10000.0,500.0,283.15,9.5,0.5590118938700823,NRW_Medoid_24d_norescale_des.csv,NRW,NoIns,154790.5948873616,153826.8762732616,963.7186140999999,7598401.409544612,3415214.3546154434,12457967.332264485,23471583.096424542,151.63442658453766,130.49820257401558,-8590.843960139804,81948.64496340397,86348913.79352261,4.38550509085833,2.293178367414475,3030981.4521714733,1485214.3546154432,12368710.522658903,8413.075861909647,0,15436.07587582639,4559006.881511229,1930000.0,73820.73372975612
