,el_price,gas_price,length,n_cons,DN,T_source,dt_max,elec_factor,typical_days,region,ins,tot_dem,h_dem,c_dem,Investment_costs,Maintenance_costs,Operation_costs,upd_tac,upd_LCOE,upd_LCOH,total_losses,total_gains,total_generated,ASHP_COP_c,CENHP_COP_h,Generation_Investment,Generation_Maintenance,Generation_Operation,Transmission_Investment,Transmission_Maintenance,Transmission_Operation,Consumers_Investment,Consumers_Maintenance,Consumers_Operation
1067,0.5,0.06826666666666667,1000,1000,200,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,19583.79958249731,18695.063523244105,888.7360592532141,993647.5101505041,375249.29859735107,3525175.5858194325,4894072.3945672875,249.90412988811843,231.89718408940846,-7146.538081788586,14789.207539067618,10270915.285460124,4.02326592517767,2.219333548324823,371928.9690428958,182249.2985973511,3401045.8387498315,48417.27709491968,0,2345.5432970845527,573301.2640126885,193000.0,121784.20377251666
1068,0.5,0.06826666666666667,2500,1000,200,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,19583.79958249731,18695.063523244105,888.7360592532141,1066261.8180590703,375243.61067970586,3531829.9702985873,4973335.399037363,253.95150609497645,236.1369666593648,-14697.307871347999,31603.38532955447,10263112.53533593,4.02326592517767,2.2174075513494116,371917.36130908236,182243.61067970583,3404196.0100233248,121043.19273729919,0,5849.756502745533,573301.2640126885,193000.0,121784.20377251666
1069,0.5,0.06826666666666667,5000,1000,200,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,19583.79958249731,18695.063523244105,888.7360592532141,1187289.6073338117,375236.0628130948,3541760.4129951643,5104286.083142071,260.6381903389136,243.14152612191447,-23919.010380019845,54091.423676171835,10252914.567042293,4.02326592517767,2.21490227419159,371901.9578465247,182236.06281309485,3408313.192641138,242086.38547459838,0,11663.01658150947,573301.2640126885,193000.0,121784.20377251666
1070,0.5,0.06826666666666667,7500,1000,200,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,19583.79958249731,18695.063523244105,888.7360592532141,1308319.6640833514,375229.6260341536,3551011.308707839,5234560.598825344,267.29034765570435,250.1099172975475,-31171.835373652517,73453.69960144786,10244331.42949817,4.02326592517767,2.212803512059651,371888.82185876527,182229.62603415365,3411778.4265953563,363129.5782118976,0,17448.67833996476,573301.2640126885,193000.0,121784.20377251666
1071,0.5,0.06826666666666667,10000,1000,200,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,19583.79958249731,18695.063523244105,888.7360592532141,1429350.9649824984,375223.79890224757,3560484.81027496,5365059.574159706,273.95396646903174,257.09031483254967,-48202.54807327437,90472.49130863584,10236859.14928326,4.02326592517767,2.2110103430070898,371876.9300206129,182223.7989022476,3414795.178723469,484172.77094919677,0,23905.427778974656,573301.2640126885,193000.0,121784.20377251666
1072,0.5,0.06826666666666667,50,5000,350,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,97918.99791248658,93475.31761622053,4443.680296266071,4729935.306769571,1876227.0140708848,17601393.06450927,24207555.385349724,247.2202116180234,229.08567625837102,-568.7497405281454,1498.1722316067824,51388948.29805943,4.02326592517767,2.2210358893360644,1859605.0932200756,911227.0140708848,16991352.38197314,3823.893486052929,0,1119.6636735451816,2866506.3200634434,965000.0,608921.0188625833
1073,0.5,0.06826666666666667,100,5000,350,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,97918.99791248658,93475.31761622053,4443.680296266071,4733758.549099808,1876226.6949973493,17602756.824007254,24212742.06810441,247.27318073397902,229.14116344886102,-1105.5745449238423,2914.4060170134812,51388343.50398944,4.02326592517767,2.2210044187556255,1859604.442064258,911226.6949973494,16991596.552537993,7647.786972105858,0,2239.25260668155,2866506.3200634434,965000.0,608921.0188625833
1074,0.5,0.06826666666666667,500,5000,350,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,97918.99791248658,93475.31761622053,4443.680296266071,4764344.542012522,1876224.1690023737,17613641.962192565,24254210.67320746,247.69667980961412,229.58479505301682,-5335.7897078469405,14131.353427731829,51383560.349021055,4.02326592517767,2.220755592090309,1859599.2870885497,911224.1690023738,16993527.636022396,38238.93486052929,0,11193.307307586836,2866506.3200634434,965000.0,608921.0188625833
1075,0.5,0.06826666666666667,1000,5000,350,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,97918.99791248658,93475.31761622053,4443.680296266071,4802577.764618866,1876221.369934796,17626944.17615833,24305743.310711995,248.22295804573935,230.13609178908254,-9925.388465373424,26427.240764128732,51378320.6686973,4.02326592517767,2.220483472230613,1859593.5748343652,911221.369934796,16995643.029945664,76477.86972105858,0,22380.12735008379,2866506.3200634434,965000.0,608921.0188625833
1076,0.5,0.06826666666666667,2500,5000,350,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,97918.99791248658,93475.31761622053,4443.680296266071,4917279.982564949,1876214.2223224533,17665779.05692339,24459273.261810794,249.79088617380307,231.77855693404354,-21241.400587381577,57322.073964867726,51365179.36786044,4.02326592517767,2.219802847465487,1859578.9881988605,911214.2223224534,17000948.511929583,191194.67430264642,0,55909.52613122247,2866506.3200634434,965000.0,608921.0188625833
1077,0.5,0.06826666666666667,5000,5000,350,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,97918.99791248658,93475.31761622053,4443.680296266071,5108454.3316035615,1876204.2627188133,17728792.597334564,24713451.19165694,252.38668408089882,234.49775528851953,-36210.92834833407,99513.20845562332,51347307.33309114,4.02326592517767,2.218880826200897,1859558.6629348265,911204.2627188133,17008163.91351632,382389.34860529285,0,111707.6649556612,2866506.3200634434,965000.0,608921.0188625833
1078,0.5,0.06826666666666667,7500,5000,350,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,97918.99791248658,93475.31761622053,4443.680296266071,5299630.986976297,1876195.4332443401,17790774.103711918,24966600.523932554,254.9719774118402,237.20594969460825,-48858.81170350698,136405.61249363306,51331768.67345183,4.02326592517767,2.2180819282673485,1859540.6440049142,911195.4332443401,17014437.27091206,573584.0229079394,0,167415.81393727503,2866506.3200634434,965000.0,608921.0188625833
1079,0.5,0.06826666666666667,10000,5000,350,293.15,19.5,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,97918.99791248658,93475.31761622053,4443.680296266071,5490808.971217256,1876187.2549299598,17852132.042101063,25219128.26824828,257.55092276156097,239.90749434570557,-60125.74605127858,170295.7011162522,51317575.22380855,4.02326592517767,2.2173541178031084,1859523.9539432272,911187.2549299597,17020167.53247341,764778.6972105857,0,223043.49076506554,2866506.3200634434,965000.0,608921.0188625833
1080,0.5,0.06826666666666667,50,50,50,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,979.1899791248677,934.7531761622067,44.43680296266068,48271.60487671261,18792.421754697636,166501.32883024693,233565.35546165716,238.5291520961047,219.98145643985112,-2104.8774083276035,0.0,537522.8745083915,4.02326592517767,2.352997996594405,18657.583452721483,9142.421754697634,160372.1150978161,948.9582233566975,0,40.00354380499155,28665.06320063443,9650.0,6089.210188625833
1081,0.5,0.06826666666666667,100,50,50,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,979.1899791248677,934.7531761622067,44.43680296266068,49220.42197279406,18792.3526007756,166619.6610131908,234632.43558676046,239.61891010818832,221.12301995877323,-4184.502139160034,0.0,537327.6366424436,4.02326592517767,2.351666210601056,18657.44232544623,9142.3526007756,160450.9374050018,1897.916446713395,0,79.51341956318737,28665.06320063443,9650.0,6089.210188625833
1082,0.5,0.06826666666666667,500,50,50,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,979.1899791248677,934.7531761622067,44.43680296266068,56810.346445167714,18791.499337467238,167496.935256074,243098.78103870896,248.26518471520086,230.1803258528367,-18340.352024290783,0.0,535755.3346298432,4.02326592517767,2.34147728784489,18655.701010966317,9141.499337467238,161085.71631616063,9489.582233566976,0,322.0087512875136,28665.06320063443,9650.0,6089.210188625833
1083,0.5,0.06826666666666667,1000,50,50,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,979.1899791248677,934.7531761622067,44.43680296266068,66297.94933608119,18790.529437727473,168582.75473306945,253671.2335068781,259.06232591717486,241.49074740344986,-35097.85053518815,0.0,533803.3934466228,4.02326592517767,2.328958326106806,18653.72166831281,9140.529437727473,161873.76550961495,18979.164467133953,0,619.7790348287031,28665.06320063443,9650.0,6089.210188625833
